"nomPokemon" "latPokemon" "longPokemon" "date" "hour" "carreLong" "carreLat"
"Zubat" 48.879026401707 2.2643719254212 "2016-07-28" 14 1 7
"Pidgeotto" 48.872609133611 2.2785981109426 "2016-07-28" 14 2 6
"Rattata" 48.870347293502 2.2815750246442 "2016-07-28" 14 2 6
"Nidoran♂" 48.87583617067 2.2745576588351 "2016-07-28" 14 2 7
"Eevee" 48.875490723828 2.2840948932957 "2016-07-28" 14 2 7
"Spearow" 48.876911809851 2.283858246261 "2016-07-28" 14 2 7
"Zubat" 48.88143931131 2.2697415517097 "2016-07-28" 14 1 7
"Spearow" 48.8809386208 2.2711932631098 "2016-07-28" 14 2 7
"Rattata" 48.879985602149 2.2796294480092 "2016-07-28" 14 2 7
"Kakuna" 48.877130765076 2.2607116395875 "2016-07-28" 14 1 7
"Pidgey" 48.885720681015 2.2641165027973 "2016-07-28" 14 1 7
"Pidgey" 48.885327351352 2.2681218813939 "2016-07-28" 14 1 7
"Zubat" 48.88635518249 2.2718902393594 "2016-07-28" 14 2 8
"Rattata" 48.880690140661 2.2758244420886 "2016-07-28" 14 2 7
"Pidgey" 48.885753429434 2.2744751608103 "2016-07-28" 14 2 7
"Pidgey" 48.892565620638 2.2682617416549 "2016-07-28" 14 1 8
"Pidgeotto" 48.890530384871 2.2716979298597 "2016-07-28" 14 2 8
"Pidgey" 48.890261892083 2.273344295803 "2016-07-28" 14 2 8
"Zubat" 48.890385459769 2.2790605286106 "2016-07-28" 14 2 8
"Pinsir" 48.89205476833 2.2782288458233 "2016-07-28" 14 2 8
"Horsea" 48.890977830571 2.2809518888505 "2016-07-28" 14 2 8
"Pidgey" 48.884960865274 2.2587033655252 "2016-07-28" 14 1 7
"Staryu" 48.88623354049 2.258014996025 "2016-07-28" 14 1 8
"Caterpie" 48.886110442744 2.2602865709492 "2016-07-28" 14 1 8
"Pidgey" 48.888391022553 2.260380522801 "2016-07-28" 14 1 8
"Rattata" 48.899294177119 2.2663414067109 "2016-07-28" 14 1 9
"Pidgey" 48.892968438099 2.2797948663798 "2016-07-28" 14 2 8
"Doduo" 48.895983353809 2.274593054309 "2016-07-28" 14 2 8
"Venonat" 48.895550700424 2.2765778501139 "2016-07-28" 14 2 8
"Spearow" 48.896371143429 2.2748875615247 "2016-07-28" 14 2 8
"Oddish" 48.896888506123 2.2765974024815 "2016-07-28" 14 2 9
"Eevee" 48.898184883505 2.278721198182 "2016-07-28" 14 2 9
"Rattata" 48.897851487 2.2796604078045 "2016-07-28" 14 2 9
"Staryu" 48.895361470548 2.2821825242994 "2016-07-28" 14 2 8
"Rattata" 48.895405428951 2.2839424079894 "2016-07-28" 14 2 8
"Doduo" 48.896523037776 2.2831541721825 "2016-07-28" 14 2 8
"Weedle" 48.89838954862 2.2803183898744 "2016-07-28" 14 2 9
"Rattata" 48.898100111611 2.2830176268469 "2016-07-28" 14 2 9
"Pidgey" 48.904063507656 2.2640003669035 "2016-07-28" 14 1 9
"Pidgey" 48.9007973522 2.2699737158687 "2016-07-28" 14 1 9
"Pidgey" 48.901821130247 2.2779593753887 "2016-07-28" 14 2 9
"Magikarp" 48.900705929496 2.2826125208628 "2016-07-28" 14 2 9
"Rattata" 48.900352355244 2.2605436674598 "2016-07-28" 14 1 9
"Spearow" 48.906038525155 2.2676706601355 "2016-07-28" 14 1 9
"Caterpie" 48.905111090762 2.2827913227714 "2016-07-28" 14 2 9
"Venonat" 48.90592311645 2.2815389688092 "2016-07-28" 14 2 9
"Rattata" 48.905295992991 2.2573377793423 "2016-07-28" 14 1 9
"Rattata" 48.906543445676 2.2579638635493 "2016-07-28" 14 1 9
"Rattata" 48.815361084245 2.2942374744368 "2016-07-28" 14 2 1
"Rattata" 48.821565538368 2.2865909943279 "2016-07-28" 14 2 1
"Zubat" 48.825884278817 2.2868513884432 "2016-07-28" 14 2 2
"Meowth" 48.826156686948 2.2889762839562 "2016-07-28" 14 2 2
"Goldeen" 48.824324276507 2.2981170155281 "2016-07-28" 14 3 2
"Pidgey" 48.829398044574 2.2920421447606 "2016-07-28" 14 2 2
"Rattata" 48.830183365146 2.2960496469098 "2016-07-28" 14 2 2
"Ekans" 48.831916522076 2.287951035606 "2016-07-28" 14 2 2
"Zubat" 48.831982896333 2.2885698699317 "2016-07-28" 14 2 2
"Rattata" 48.835191188747 2.2893545406648 "2016-07-28" 14 2 3
"Pidgey" 48.836665497863 2.2903500610104 "2016-07-28" 14 2 3
"Spearow" 48.834724047538 2.2930859734822 "2016-07-28" 14 2 3
"Rattata" 48.833675931195 2.2983484932363 "2016-07-28" 14 3 3
"Spearow" 48.83590715403 2.2968634956062 "2016-07-28" 14 3 3
"Poliwag" 48.836929498182 2.296858577919 "2016-07-28" 14 3 3
"Abra" 48.837065634722 2.2979216669402 "2016-07-28" 14 3 3
"Rattata" 48.837971929004 2.2879133783474 "2016-07-28" 14 2 3
"Pidgey" 48.840418432211 2.2914420306365 "2016-07-28" 14 2 3
"Rattata" 48.839612776351 2.2963743535305 "2016-07-28" 14 2 3
"Venonat" 48.839883319404 2.2985882714426 "2016-07-28" 14 3 3
"Rattata" 48.84045604355 2.2855714612184 "2016-07-28" 14 2 3
"Pidgey" 48.839805424395 2.2866586279397 "2016-07-28" 14 2 3
"Pidgey" 48.843042422869 2.2899880618424 "2016-07-28" 14 2 3
"Pidgeotto" 48.837984549833 2.2912454954039 "2016-07-28" 14 2 3
"Zubat" 48.842939615141 2.2912072427755 "2016-07-28" 14 2 3
"Zubat" 48.842383392408 2.2954586723492 "2016-07-28" 14 2 3
"Zubat" 48.84368097503 2.2895135299545 "2016-07-28" 14 2 4
"Pidgey" 48.845955789715 2.2858391411361 "2016-07-28" 14 2 4
"Krabby" 48.848246829299 2.285322244296 "2016-07-28" 14 2 4
"Zubat" 48.845381007983 2.2949996374371 "2016-07-28" 14 2 4
"Pidgey" 48.838093221128 2.2976541783294 "2016-07-28" 14 3 3
"Spearow" 48.844782659255 2.2974066438249 "2016-07-28" 14 3 4
"Pidgey" 48.846448999656 2.2966645695055 "2016-07-28" 14 3 4
"Zubat" 48.8483882976 2.2861227933137 "2016-07-28" 14 2 4
"Koffing" 48.850458270697 2.2888326850718 "2016-07-28" 14 2 4
"Gastly" 48.849544155184 2.2913021145072 "2016-07-28" 14 2 4
"Rattata" 48.850249499814 2.2953934443286 "2016-07-28" 14 2 4
"Squirtle" 48.849054206622 2.2961737975249 "2016-07-28" 14 2 4
"Goldeen" 48.850024565425 2.2987959384097 "2016-07-28" 14 3 4
"Meowth" 48.848995015707 2.2991510816121 "2016-07-28" 14 3 4
"Zubat" 48.844433814615 2.2832617793856 "2016-07-28" 14 2 4
"Venonat" 48.849735368952 2.2856175108368 "2016-07-28" 14 2 4
"Pidgey" 48.851548455086 2.2854127915309 "2016-07-28" 14 2 4
"Weedle" 48.85209124166 2.2858072892553 "2016-07-28" 14 2 4
"Zubat" 48.85154033201 2.2897969716179 "2016-07-28" 14 2 4
"Pidgey" 48.853538294116 2.2882041064808 "2016-07-28" 14 2 4
"Growlithe" 48.854235115153 2.2927335141786 "2016-07-28" 14 2 5
"Rattata" 48.85536411615 2.291333566846 "2016-07-28" 14 2 5
"Rattata" 48.85566467312 2.2960070106244 "2016-07-28" 14 2 5
"Spearow" 48.856268326822 2.2933364181075 "2016-07-28" 14 2 5
"Staryu" 48.856348600679 2.2932551848514 "2016-07-28" 14 2 5
"Spearow" 48.858170599018 2.2926129137488 "2016-07-28" 14 2 5
"Zubat" 48.858149745678 2.2936639469953 "2016-07-28" 14 2 5
"Pidgey" 48.858224807773 2.2938454707384 "2016-07-28" 14 2 5
"Rattata" 48.857806033476 2.2951275352239 "2016-07-28" 14 2 5
"Pidgey" 48.857631561021 2.2959907173811 "2016-07-28" 14 2 5
"Rattata" 48.852924907484 2.2992940955746 "2016-07-28" 14 3 4
"Pidgeot" 48.853160500616 2.2993131870498 "2016-07-28" 14 3 4
"Pidgey" 48.855102750401 2.2965756040471 "2016-07-28" 14 3 5
"Venonat" 48.855469308605 2.2979211691363 "2016-07-28" 14 3 5
"Slowpoke" 48.85371022174 2.2993577348342 "2016-07-28" 14 3 4
"Slowpoke" 48.856125443615 2.2965706557808 "2016-07-28" 14 3 5
"Rattata" 48.856195276307 2.2970149462264 "2016-07-28" 14 3 5
"Weedle" 48.856589696489 2.2969591480774 "2016-07-28" 14 3 5
"Pidgey" 48.856898619408 2.2972473478074 "2016-07-28" 14 3 5
"Rattata" 48.856635146122 2.2986297126311 "2016-07-28" 14 3 5
"Pidgey" 48.861072718923 2.2890749887941 "2016-07-28" 14 2 5
"Zubat" 48.861231539832 2.2890000742718 "2016-07-28" 14 2 5
"Magikarp" 48.861543978908 2.2891130094525 "2016-07-28" 14 2 5
"Zubat" 48.861596493366 2.2904332016686 "2016-07-28" 14 2 5
"Pidgey" 48.861751844992 2.2905334747931 "2016-07-28" 14 2 5
"Pidgey" 48.860963508574 2.2985416715421 "2016-07-28" 14 3 5
"Zubat" 48.859125700866 2.2999721258162 "2016-07-28" 14 3 5
"Rattata" 48.845163073484 2.2980513231696 "2016-07-28" 14 3 4
"Weedle" 48.850065059683 2.2848548767971 "2016-07-28" 14 2 4
"Goldeen" 48.857064869295 2.2848923644897 "2016-07-28" 14 2 5
"Zubat" 48.860462469035 2.296044331408 "2016-07-28" 14 2 5
"Staryu" 48.850148779834 2.2845985567636 "2016-07-28" 14 2 4
"Rattata" 48.848703311863 2.2940405447023 "2016-07-28" 14 2 4
"Slowpoke" 48.854556494668 2.2963559461229 "2016-07-28" 14 2 5
"Scyther" 48.860731366853 2.2983473772659 "2016-07-28" 14 3 5
"Rattata" 48.856327970117 2.2982539030816 "2016-07-28" 14 3 5
"Weedle" 48.861482779287 2.2882307924146 "2016-07-28" 14 2 5
"Krabby" 48.861924553266 2.2897578292397 "2016-07-28" 14 2 5
"Pidgey" 48.863765793256 2.2881517202821 "2016-07-28" 14 2 5
"Zubat" 48.863605231513 2.2883142383264 "2016-07-28" 14 2 5
"Slowpoke" 48.858816598677 2.2957356789421 "2016-07-28" 14 2 5
"Meowth" 48.859455355466 2.2952609537283 "2016-07-28" 14 2 5
"Spearow" 48.868990000783 2.2865548744716 "2016-07-28" 14 2 6
"Spearow" 48.869086407918 2.2896338684252 "2016-07-28" 14 2 6
"Rattata" 48.865557194125 2.2930343547302 "2016-07-28" 14 2 6
"Zubat" 48.865510241028 2.2953998156822 "2016-07-28" 14 2 6
"Rattata" 48.86809196533 2.2961352607911 "2016-07-28" 14 2 6
"Pidgey" 48.864695171812 2.2968256475868 "2016-07-28" 14 3 5
"Pidgey" 48.868397470919 2.2965987992964 "2016-07-28" 14 3 6
"Zubat" 48.869937858643 2.2863680194358 "2016-07-28" 14 2 6
"Zubat" 48.869551389711 2.2979209575674 "2016-07-28" 14 3 6
"Pidgey" 48.871071806556 2.2966397456972 "2016-07-28" 14 3 6
"Rattata" 48.871103324911 2.2990121803858 "2016-07-28" 14 3 6
"Spearow" 48.872569621133 2.2964976689099 "2016-07-28" 14 2 6
"Rattata" 48.872724997073 2.2965980215859 "2016-07-28" 14 3 6
"Slowpoke" 48.855790412941 2.2975962618118 "2016-07-28" 14 3 5
"Slowpoke" 48.856448287983 2.2961581492051 "2016-07-28" 14 2 5
"Pidgey" 48.857120299383 2.2979671512658 "2016-07-28" 14 3 5
"Rattata" 48.870030276075 2.2856734817506 "2016-07-28" 14 2 6
"Rattata" 48.869451401615 2.2910673973996 "2016-07-28" 14 2 6
"Rattata" 48.875424877853 2.287424606758 "2016-07-28" 14 2 7
"Pidgey" 48.875670971285 2.2869178465688 "2016-07-28" 14 2 7
"Spearow" 48.874354987413 2.2897957869646 "2016-07-28" 14 2 6
"Pidgey" 48.877987489535 2.2851736040965 "2016-07-28" 14 2 7
"Rattata" 48.874997764777 2.2930952663469 "2016-07-28" 14 2 6
"Pidgey" 48.88026597443 2.2853571371021 "2016-07-28" 14 2 7
"Pidgey" 48.880645462528 2.2900401840184 "2016-07-28" 14 2 7
"Pidgey" 48.880203966424 2.2924626080041 "2016-07-28" 14 2 7
"Spearow" 48.879524975476 2.2949536670437 "2016-07-28" 14 2 7
"Spearow" 48.881969346355 2.294712407749 "2016-07-28" 14 2 7
"Rattata" 48.88409082193 2.2948840103694 "2016-07-28" 14 2 7
"Zubat" 48.881274600424 2.2979926368209 "2016-07-28" 14 3 7
"Zubat" 48.880867805175 2.2986621115341 "2016-07-28" 14 3 7
"Rattata" 48.881409079235 2.299144997484 "2016-07-28" 14 3 7
"Spearow" 48.866908471837 2.2963027571953 "2016-07-28" 14 2 6
"Pidgey" 48.88796982711 2.2858022085176 "2016-07-28" 14 2 8
"Doduo" 48.888647577992 2.2873494870204 "2016-07-28" 14 2 8
"Staryu" 48.88855338138 2.2881321456128 "2016-07-28" 14 2 8
"Poliwag" 48.889302741366 2.2900366116465 "2016-07-28" 14 2 8
"Rattata" 48.885859507189 2.2930074625745 "2016-07-28" 14 2 7
"Rattata" 48.882397249928 2.2969420941319 "2016-07-28" 14 3 7
"Rattata" 48.884476902942 2.2992180012771 "2016-07-28" 14 3 7
"Spearow" 48.886090260261 2.2972411161641 "2016-07-28" 14 3 8
"Zubat" 48.889544278838 2.2976964818831 "2016-07-28" 14 3 8
"Dodrio" 48.891575985346 2.2865318486107 "2016-07-28" 14 2 8
"Krabby" 48.891481789121 2.2873145737183 "2016-07-28" 14 2 8
"Weedle" 48.89225029694 2.288254707346 "2016-07-28" 14 2 8
"Pidgey" 48.893107811618 2.288675159673 "2016-07-28" 14 2 8
"Poliwag" 48.890462376213 2.291096209254 "2016-07-28" 14 2 8
"Doduo" 48.890717586521 2.2941027498164 "2016-07-28" 14 2 8
"Staryu" 48.890307263477 2.2949478066946 "2016-07-28" 14 2 8
"Horsea" 48.891775984924 2.2962962492354 "2016-07-28" 14 2 8
"Pidgey" 48.891686946727 2.296816032354 "2016-07-28" 14 3 8
"Magikarp" 48.892388989104 2.297136376406 "2016-07-28" 14 3 8
"Pinsir" 48.891901788567 2.2978874329563 "2016-07-28" 14 3 8
"Rattata" 48.894636645683 2.2988995672113 "2016-07-28" 14 3 8
"Rattata" 48.894547590431 2.2994194205672 "2016-07-28" 14 3 8
"Geodude" 48.894545845806 2.2995071247535 "2016-07-28" 14 3 8
"Weedle" 48.887285132933 2.2846056754155 "2016-07-28" 14 2 8
"Staryu" 48.892614948234 2.2857374408884 "2016-07-28" 14 2 8
"Pidgey" 48.892835104597 2.2865455196865 "2016-07-28" 14 2 8
"Doduo" 48.893453400232 2.2871222678725 "2016-07-28" 14 2 8
"Doduo" 48.893931870468 2.2868095617071 "2016-07-28" 14 2 8
"Doduo" 48.895524482853 2.2858840593401 "2016-07-28" 14 2 8
"Growlithe" 48.896085026607 2.2854022821677 "2016-07-28" 14 2 8
"Hitmonchan" 48.897488048516 2.2900825995397 "2016-07-28" 14 2 9
"Krabby" 48.897897873439 2.2852848462965 "2016-07-28" 14 2 9
"Rattata" 48.898168891706 2.2875024737045 "2016-07-28" 14 2 9
"Exeggcute" 48.89831782297 2.2919064041403 "2016-07-28" 14 2 9
"Spearow" 48.898637418753 2.2916686952917 "2016-07-28" 14 2 9
"Doduo" 48.899914077219 2.290805524425 "2016-07-28" 14 2 9
"Zubat" 48.890263721114 2.2971399482324 "2016-07-28" 14 3 8
"Doduo" 48.896541997763 2.2980876302505 "2016-07-28" 14 3 8
"Doduo" 48.895185027234 2.2990318537814 "2016-07-28" 14 3 8
"Poliwag" 48.900889747443 2.2852623674742 "2016-07-28" 14 2 9
"Pidgey" 48.901573836113 2.2984074342554 "2016-07-28" 14 3 9
"Spearow" 48.904614839173 2.2998840889356 "2016-07-28" 14 3 9
"Weedle" 48.895817438414 2.2830095659258 "2016-07-28" 14 2 8
"Caterpie" 48.898065462865 2.2847713736379 "2016-07-28" 14 2 9
"Staryu" 48.899111463816 2.2836259936408 "2016-07-28" 14 2 9
"Pidgeotto" 48.90578789012 2.2883805116323 "2016-07-28" 14 2 9
"Poliwag" 48.811681713844 2.3092710515121 "2016-07-28" 14 3 1
"Pidgey" 48.811486291339 2.3111828189279 "2016-07-28" 14 3 1
"Goldeen" 48.813630584693 2.3179301500207 "2016-07-28" 14 3 1
"Rattata" 48.811858827899 2.3278647391797 "2016-07-28" 14 4 1
"Rattata" 48.812946591396 2.3206788470564 "2016-07-28" 14 3 1
"Drowzee" 48.813023307544 2.3207727660484 "2016-07-28" 14 3 1
"Vulpix" 48.812740412266 2.3231161000896 "2016-07-28" 14 4 1
"Shellder" 48.815372290756 2.3212278293778 "2016-07-28" 14 3 1
"Drowzee" 48.817009778415 2.3218877254886 "2016-07-28" 14 3 1
"Pidgey" 48.815805454268 2.3270488305897 "2016-07-28" 14 4 1
"Poliwag" 48.819160934526 2.3165411002214 "2016-07-28" 14 3 1
"Krabby" 48.819231850967 2.3208422284511 "2016-07-28" 14 3 1
"Pidgey" 48.820318305975 2.3215447592494 "2016-07-28" 14 3 1
"Squirtle" 48.817971942949 2.3248593994018 "2016-07-28" 14 4 1
"Rattata" 48.819522192165 2.3259508148238 "2016-07-28" 14 4 1
"Pidgeot" 48.819374299489 2.309809462226 "2016-07-28" 14 3 1
"Pidgey" 48.821008476258 2.3106436736384 "2016-07-28" 14 3 1
"Pidgey" 48.822768420987 2.309121553981 "2016-07-28" 14 3 2
"Rattata" 48.82514560143 2.3121201927732 "2016-07-28" 14 3 2
"Rattata" 48.825188609899 2.3178222804334 "2016-07-28" 14 3 2
"Pidgey" 48.821306938746 2.3232037539202 "2016-07-28" 14 4 1
"Electabuzz" 48.822105870564 2.3225677501343 "2016-07-28" 14 3 2
"Spearow" 48.823061785107 2.3219445641897 "2016-07-28" 14 3 2
